7.774340362,-95.120926
7.774340425,-94.627151
7.774340487,-101.05404
7.77434055,-96.030762
7.774340613,-95.681534
7.774340675,-95.661064
7.774340738,-101.33891
7.7743408,-99.260132
7.774340863,-88.549667
7.774340925,-106.65975
7.774340988,-97.742462
7.77434105,-96.636848
7.774341113,-91.747597
7.774341175,-97.782898
7.774341238,-94.199203
7.7743413,-92.625748
7.774341363,-95.202065
7.774341426,-95.074707
7.774341488,-95.672104
7.774341551,-95.432617
7.774341613,-94.719795
7.774341676,-102.75326
7.774341738,-90.833847
7.774341801,-99.669655
7.774341863,-93.786064
7.774341926,-91.475914
7.774341988,-92.638229
7.774342051,-99.288109
7.774342113,-100.98695
7.774342176,-93.398849
7.774342239,-95.947624
7.774342301,-91.675789
7.774342364,-98.839737
7.774342426,-92.883759
7.774342489,-91.44252
7.774342551,-94.919975
7.774342614,-94.404045
7.774342676,-95.421646
7.774342739,-96.497154
7.774342801,-99.192017
7.774342864,-95.345833
7.774342926,-95.021645
7.774342989,-90.778542
7.774343052,-93.686569
7.774343114,-97.6605
7.774343177,-97.791779
7.774343239,-98.41127
7.774343302,-92.722809
7.774343364,-93.148834
7.774343427,-93.585075
7.774343489,-94.950325
7.774343552,-99.295044
7.774343614,-92.228539
7.774343677,-94.573128
7.77434374,-93.201027
7.774343802,-102.49123
7.774343865,-104.39104
7.774343927,-97.002716
7.77434399,-98.574524
7.774344052,-96.460625
7.774344115,-94.153931
7.774344177,-92.712227
7.77434424,-100.33156
7.774344302,-99.058571
7.774344365,-94.260262
7.774344427,-94.732941
7.77434449,-101.3522
7.774344553,-96.781998
7.774344615,-90.780289
7.774344678,-89.670639
7.77434474,-99.203171
7.774344803,-92.225182
7.774344865,-90.868896
7.774344928,-93.029099
7.77434499,-98.59198
7.774345053,-95.164429
7.774345115,-93.737411
7.774345178,-92.129501
7.77434524,-95.08213
7.774345303,-90.091103
7.774345366,-93.406502
7.774345428,-90.836884
7.774345491,-105.55205
7.774345553,-95.809753
7.774345616,-91.980301
7.774345678,-106.69685
7.774345741,-94.27536
7.774345803,-93.729462
7.774345866,-96.138214
7.774345928,-93.573593
7.774345991,-99.532257
7.774346053,-93.573296
7.774346116,-95.764641
7.774346179,-100.14689
7.774346241,-90.005157
7.774346304,-93.999298
7.774346366,-91.980453
7.774346429,-93.10907
7.774346491,-124.0467
7.774346554,-96.14299
7.774346616,-93.883675
7.774346679,-91.855309
7.774346741,-94.285179
7.774346804,-97.901917
7.774346866,-95.145119
7.774346929,-89.391342
7.774346992,-99.544189
7.774347054,-97.615334
7.774347117,-103.66463
7.774347179,-97.071007
7.774347242,-93.818298
7.774347304,-96.12413
7.774347367,-93.230026
7.774347429,-92.724525
7.774347492,-93.069801
7.774347554,-93.872955
7.774347617,-91.647392
7.774347679,-99.940392
7.774347742,-92.319954
7.774347805,-101.17117
7.774347867,-98.337097
7.77434793,-98.353729
7.774347992,-98.039978
7.774348055,-90.573532
7.774348117,-95.220604
7.77434818,-92.538872
7.774348242,-93.121513
7.774348305,-91.748695
7.774348367,-99.88929
7.77434843,-93.136482
7.774348492,-98.158005
7.774348555,-91.057426
7.774348618,-102.14793
7.77434868,-92.609001
7.774348743,-98.141052
7.774348805,-89.809853
